time,waist_pos,shoulder_pos,elbow_pos,forearm_roll_pos,wrist_angle_pos,wrist_rotate_pos
1.782207013961255312e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.492563366889953613e+00,-1.027767136693000793e-01
1.782207013971339464e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.495631337165832520e+00,-1.027767136693000793e-01
1.782207013981884241e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.498699307441711426e+00,-1.027767136693000793e-01
1.782207013991188049e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.501767277717590332e+00,-1.027767136693000793e-01
1.782207014001507759e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.503301262855529785e+00,-1.027767136693000793e-01
1.782207014011206150e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.506369233131408691e+00,-1.027767136693000793e-01
1.782207014021166086e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.507903099060058594e+00,-1.027767136693000793e-01
1.782207014031650305e+09,-1.273204088211059570e-01,-1.257864236831665039e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.510971069335937500e+00,-1.027767136693000793e-01
1.782207014041201830e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.510971069335937500e+00,-1.027767136693000793e-01
1.782207014051254034e+09,-1.273204088211059570e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.512505054473876953e+00,-1.012427359819412231e-01
1.782207014061330318e+09,-1.273204088211059570e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.514039039611816406e+00,-9.817477315664291382e-02
1.782207014071402550e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.514039039611816406e+00,-9.664079546928405762e-02
1.782207014081223965e+09,-1.257864236831665039e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.664079546928405762e-02
1.782207014091194630e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.510681033134460449e-02
1.782207014101211071e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.510681033134460449e-02
1.782207014111698151e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.510681033134460449e-02
1.782207014121139765e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.357283264398574829e-02
1.782207014131490707e+09,-1.257864236831665039e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.515573024749755859e+00,-9.357283264398574829e-02
1.782207014141130447e+09,-1.242524459958076477e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.512505054473876953e+00,-9.357283264398574829e-02
1.782207014151243687e+09,-1.211844831705093384e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.510971069335937500e+00,-9.357283264398574829e-02
1.782207014161422491e+09,-1.211844831705093384e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.506369233131408691e+00,-9.357283264398574829e-02
1.782207014171148062e+09,-1.196505054831504822e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.503301262855529785e+00,-9.357283264398574829e-02
1.782207014181173325e+09,-1.196505054831504822e-01,-1.257864236831665039e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.497165322303771973e+00,-9.357283264398574829e-02
1.782207014191224575e+09,-1.181165203452110291e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.491029381752014160e+00,-9.203884750604629517e-02
1.782207014201218367e+09,-1.181165203452110291e-01,-1.257864236831665039e+00,5.859806537628173828e-01,1.533980830572545528e-03,1.483359456062316895e+00,-9.203884750604629517e-02
1.782207014211560965e+09,-1.165825426578521729e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.475689530372619629e+00,-9.203884750604629517e-02
1.782207014221161127e+09,-1.150485649704933167e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.466485619544982910e+00,-9.203884750604629517e-02
1.782207014231248617e+09,-1.135145798325538635e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.454213857650756836e+00,-9.050486981868743896e-02
1.782207014241108894e+09,-1.119806021451950073e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.445009946823120117e+00,-9.050486981868743896e-02
1.782207014251294613e+09,-1.104466170072555542e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.432738065719604492e+00,-9.050486981868743896e-02
1.782207014261238813e+09,-1.089126393198966980e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.420466303825378418e+00,-9.050486981868743896e-02
1.782207014271105289e+09,-1.073786616325378418e-01,-1.259398221969604492e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.405126452445983887e+00,-9.050486981868743896e-02
1.782207014281165123e+09,-1.073786616325378418e-01,-1.259398221969604492e+00,5.859806537628173828e-01,1.533980830572545528e-03,1.391320586204528809e+00,-8.897088468074798584e-02
1.782207014291652203e+09,-1.058446764945983887e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.375980854034423828e+00,-8.897088468074798584e-02
1.782207014301207781e+09,-1.058446764945983887e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.359107017517089844e+00,-8.897088468074798584e-02
1.782207014311241388e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.343767166137695312e+00,-8.897088468074798584e-02
1.782207014321319342e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,1.533980830572545528e-03,1.328427433967590332e+00,-8.897088468074798584e-02
1.782207014331188917e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.311553597450256348e+00,-8.897088468074798584e-02
1.782207014341245890e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,1.533980830572545528e-03,1.297747731208801270e+00,-8.897088468074798584e-02
1.782207014351470709e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.282407999038696289e+00,-8.897088468074798584e-02
1.782207014361274719e+09,-1.043106988072395325e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.268602132797241211e+00,-8.743690699338912964e-02
1.782207014371097565e+09,-1.027767136693000793e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.254796266555786133e+00,-8.743690699338912964e-02
1.782207014381220818e+09,-1.027767136693000793e-01,-1.257864236831665039e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.240990519523620605e+00,-8.743690699338912964e-02
1.782207014391488314e+09,-1.027767136693000793e-01,-1.257864236831665039e+00,5.875146389007568359e-01,3.067961661145091057e-03,1.227184653282165527e+00,-8.743690699338912964e-02
1.782207014401159286e+09,-1.027767136693000793e-01,-1.257864236831665039e+00,5.859806537628173828e-01,3.067961661145091057e-03,1.214912772178649902e+00,-8.743690699338912964e-02
